v1,v2
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,"Aight, see you in a bit"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,You are a very very very very bad girl. Or lady.
ham,May b approve panalam...but it should have more posts..
ham,Its a part of checking IQ
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!
ham,As in different styles?
ham,Do have a nice day today. I love you so dearly.
ham,Huh y lei...
ham,have got * few things to do. may be in * pub later.
ham,"Like  &lt;#&gt; , same question"
ham,Haiyoh... Maybe your hamster was jealous of million
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,"\Pete can you please ring meive hardly gotany credit\"""""
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,I dont know why she.s not getting your messages
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,"Sorry, I'll call later"
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,That's the way you should stay oh.
ham,I'm at work. Please call
ham,Thanks for understanding. I've been trying to tell sura that.
ham,I've been trying to reach him without success
ham,Did u download the fring app?
ham,Enjoy ur life. . Good night
ham,No message..no responce..what happend?
ham,"Sorry my roommates took forever, it ok if I come by now?"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,ÌÏ dun need to pick ur gf?
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
ham,K.k.this month kotees birthday know?
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,"I am in tirupur da, once you started from office call me."
ham,I pocked you up there before
ham,"And how you will do that, princess? :)"
ham,Enjoy urself tmr...
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,May i call You later Pls
ham,here is my new address -apples&pairs&all that malarky
ham,When can Ì_ come out?
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,Thanks honey. Have a great day.
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,I cant wait to see you! How were the photos were useful? :)
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,I want to be inside you every night...
ham,Okie
ham,Dun need to use dial up juz open da browser n surf...
ham,"Mah b, I'll pick it up tomorrow"
ham,Mm i am on the way to railway
ham,Okey dokey swashbuckling stuff what oh.
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
ham,Ya it came a while ago
ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,Sure! I am driving but will reach my destination soon.
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
ham,Congrats kano..whr s the treat maga?
ham,Dai what this da.. Can i send my resume to this id.
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Then cant get da laptop? My matric card wif Ì_ lei... 
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,U in town alone?
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,Yeah that'd pretty much be the best case scenario
ham,I'm coming home 4 dinner.
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham,"K, want us to come by now?"
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,I am sorry it hurt you.
ham,Why she wants to talk to me
ham,Finished class where are you.
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,U don't remember that old commercial?
ham,how tall are you princess?
ham,I dun believe u. I thk u told him.
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,Aight should I just plan to come up later tonight?
ham,Am okay. Will soon be over. All the best
ham,&lt;#&gt;  w jetton ave if you forgot
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James."
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,You dont know you jabo me abi.
ham,K. I will sent it again
ham,Where are the garage keys? They aren't on the bookshelf
ham,Then u going ikea str aft dat?
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Ok.
ham,I WILL CAL YOU SIR. In meeting
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
ham,"Tonight? Yeah, I'd be down for that"
ham,I'm in a movie... Collect car oredi...
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,:) 
ham,We confirm eating at esplanade?
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Im done. Just studyn in library
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,"G says you never answer your texts, confirm/deny"
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,Hey happy birthday...
ham,He is a womdarfull actor
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
ham,That's y we haf to combine n c how lor...
ham,Yup
ham,Yo dude guess who just got arrested the other day
ham,I think just yourself Û_Thanks and see you tomo
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,"Dear, will call Tmorrow.pls accomodate."
ham,Then mum's repent how?
ham,I'm hungry buy smth home...
ham,U call me alter at 11 ok.
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,How are you enjoying this semester? Take care brother.
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,I had it already..sabarish asked me to go..
ham,Esplanade lor. Where else...
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,I will vote for wherever my heart guides me
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,Ok
ham,Sos! Any amount i can get pls.
ham,I know a few people I can hit up and fuck to the yes
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...
ham,Hey tmr meet at bugis 930 ?
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,Ok.ok ok..then..whats ur todays plan
ham,Jay says that you're a double-faggot
ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"""
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,True. Its easier with her here.
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
ham,Ok... U enjoy ur shows...
ham,Hui xin is in da lib.
ham,I'll text you when I drop x off
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though"
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,O shore are you takin the bus
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!"
ham,No way I'm going back there!
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,If you have belive me. Come to my home.
ham,"I'm in a meeting, call me later at"
ham,I dont understand your message.
ham,I've not sent it. He can send me.
ham,If india win or level series means this is record:)
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,Thnx dude. u guys out 2nite?
ham,Oh god. I'm gonna Google nearby cliffs now.
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,Oh ho. Is this the first time u use these type of words
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,"It'll be tough, but I'll do what I have to"
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,Send to someone else :-)
ham,You bad girl. I can still remember them
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
ham,Am I the only one who doesn't stalk profiles?
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,If I get there before you after your ten billion calls and texts so help me god
ham,What time. IÛ÷m out until prob 3 or so
ham,K..k:)where are you?how did you performed?
ham,Cos darren say Ì_ considering mah so i ask Ì_...
ham,Huh means computational science... Y they like dat one push here n there...
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,Aaooooright are you at work?
ham,My sister got placed in birla soft da:-)
ham,Mm so you asked me not to call radio
ham,I doubt you could handle 5 times per night in any case...
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,I am on the way to ur home
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,WOT U WANNA DO THEN MISSY?
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
ham,Which is weird because I know I had it at one point
ham,You are not bothering me but you have to trust my answers. Pls.
ham,"Awesome, lemme know whenever you're around"
ham,Did u got that persons story
ham,Arun can u transfr me d amt
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
ham,Huh i cant thk of more oredi how many pages do we have?
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,What time is ur flight tmr?
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,Pathaya enketa maraikara pa'
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Hope you are having a good week. Just checking in
ham,Have a good evening! Ttyl
ham,Carry on not disturbing both of you
ham,Where are you?when wil you reach here?
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,No plm i will come da. On the way.
ham,Erutupalam thandiyachu
ham,Wot is u up 2 then bitch?
ham,Alright. I'm out--have a good night!
ham,I might go 2 sch. Yar at e salon now v boring.
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
ham,Hey now am free you can call me.
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,K...k:)why cant you come here and search job:)
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Then we wait 4 u lor... No need 2 feel bad lar...
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Many times we lose our best ones bcoz we are 
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,In da car park 
ham,You will go to walmart. I.ll stay.
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,ELLO BABE U OK?
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,Am not interested to do like that.
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,Oh my God. I'm almost home
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,She doesnt need any test.
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,"Sorry pa, i dont knw who ru pa?"
ham,I cant pick the phone right now. Pls send a message
ham,Nobody can decide where to eat and dad wants Chinese
ham,No. Yes please. Been swimming?
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
ham,Umma. Did she say anything
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,Send me your id and password
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Ok. Me watching tv too.
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,Boy you best get yo ass out here quick
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,Where is it. Is there any opening for mca.
ham,That is wondar full flim.
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,I will come tomorrow di
ham,* Will have two more cartons off u and is very pleased with shelves
ham,How much did ur hdd casing cost.
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,If I die I want u to have all my stuffs.
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,That's necessarily respectful
ham,I dled 3d its very imp
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,Shall i start from hear.
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,Shhhhh nobody is supposed to know!
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,Is ur paper in e morn or aft tmr?
ham,"Sorry, I'll call later"
ham,Oh god..taken the teeth?is it paining
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,Hmmm:)how many players selected?
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,Is fujitsu s series lifebook good?
ham,Ok i am on the way to home hi hi
ham,U still havent got urself a jacket ah?
ham,How is your schedule next week? I am out of town this weekend.
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,Hows the street where the end of library walk is?
ham,Dear where you. Call me
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,Captain is in our room:)
ham,When did dad get back.
ham,Hahaha..use your brain dear
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
ham,There is no sense in my foot and penis.
ham,I will come to ur home now
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,Kothi print out marandratha.
